(1, 12, 27, 27, 16) (2, 12, 1, 1, 4, 16, 4) (1, 1) 17, 4.803066666666666, 13.9387
(1, 48, 17, 17, 16) (12, 48, 1, 1, 4, 16, 4) (1, 1) 0, 31.855933333333333, 31.855933333333333
(1, 12, 35, 35, 16) (4, 12, 1, 1, 4, 16, 4) (1, 1) 12, 14.73783333333333, 201.88343333333333
(1, 80, 8, 8, 16) (12, 80, 1, 1, 4, 16, 4) (1, 1) 33, 7.647466666666667, 77.84293333333333
(1, 16, 27, 27, 16) (4, 16, 1, 1, 4, 16, 4) (1, 1) 32, 6.147600000000001, 37.92393333333333
(1, 16, 16, 16, 16) (32, 16, 3, 3, 4, 16, 4) (2, 2) 1, 25.28326666666667, 33.533233333333335
(1, 32, 28, 28, 16) (8, 32, 1, 1, 4, 16, 4) (1, 1) 35, 14.107000000000001, 173.401
(1, 36, 14, 14, 16) (10, 36, 1, 1, 4, 16, 4) (1, 1) 13, 11.5016, 59.38736666666667
(1, 1, 226, 226, 4) (2, 1, 3, 3, 1, 16, 4) (2, 2) 24, 8.142466666666666, 81.30776666666667
(1, 16, 56, 56, 16) (8, 16, 1, 1, 4, 16, 4) (1, 1) 24, 23.742833333333333, 402.1915333333333
(1, 20, 27, 27, 16) (8, 20, 1, 1, 4, 16, 4) (1, 1) 17, 9.353966666666668, 97.29436666666666
(1, 12, 16, 16, 16) (16, 12, 3, 3, 4, 16, 4) (1, 1) 19, 25.04163333333333, 268.5473333333333
(1, 32, 9, 9, 16) (32, 32, 3, 3, 4, 16, 4) (1, 1) 7, 43.3165, 68.05496666666667
(1, 9, 56, 56, 16) (2, 9, 1, 1, 4, 16, 4) (1, 1) 19, 7.934766666666667, 55.8681
(1, 14, 9, 9, 16) (14, 14, 3, 3, 4, 16, 4) (1, 1) 1, 14.582999999999997, 19.25316666666667
(1, 8, 30, 30, 16) (8, 8, 3, 3, 4, 16, 4) (1, 1) 42, 22.237566666666666, 359.69053333333335
(1, 2, 112, 112, 16) (1, 2, 1, 1, 4, 16, 4) (1, 1) 0, 37.55243333333333, 37.55243333333333
(1, 4, 56, 56, 16) (4, 4, 1, 1, 4, 16, 4) (1, 1) 13, 8.473899999999999, 50.44166666666667
(1, 9, 28, 28, 16) (2, 9, 1, 1, 4, 16, 4) (1, 1) 14, 4.777333333333333, 12.272899999999998
(1, 8, 23, 17, 16) (12, 8, 7, 1, 4, 16, 4) (1, 1) 0, 36.789500000000004, 36.789500000000004
(1, 1, 299, 299, 4) (2, 1, 3, 3, 1, 16, 4) (2, 2) 4, 18.0653, 157.7645
(1, 8, 23, 17, 16) (8, 8, 7, 1, 4, 16, 4) (1, 1) 0, 19.9439, 19.9439
(1, 128, 8, 8, 16) (12, 128, 1, 1, 4, 16, 4) (1, 1) 33, 8.703999999999999, 95.36433333333332
(1, 66, 7, 7, 16) (12, 66, 1, 1, 4, 16, 4) (1, 1) 1, 7.503066666666667, 8.521666666666667
(1, 8, 16, 16, 16) (12, 8, 3, 3, 4, 16, 4) (1, 1) 13, 31.310300000000005, 138.01773333333333
(1, 8, 16, 16, 16) (12, 8, 3, 3, 4, 16, 4) (2, 2) 1, 7.830266666666667, 7.982400000000002
(1, 16, 14, 14, 16) (32, 16, 1, 1, 4, 16, 4) (1, 1) 20, 9.614933333333333, 88.19056666666667
(1, 12, 35, 35, 16) (2, 12, 1, 1, 4, 16, 4) (1, 1) 38, 5.296033333333333, 103.4777
(1, 16, 14, 14, 16) (32, 16, 1, 1, 4, 16, 4) (2, 2) 1, 6.070366666666666, 7.619566666666667
(1, 18, 35, 35, 16) (24, 18, 3, 3, 4, 16, 4) (2, 2) 13, 149.26513333333335, 152.6057
(1, 2, 149, 149, 16) (2, 2, 3, 3, 4, 16, 4) (1, 1) 20, 36.34016666666667, 621.1833666666666
(1, 80, 8, 8, 16) (20, 80, 1, 1, 4, 16, 4) (1, 1) 15, 10.568033333333334, 111.78333333333333
(1, 128, 8, 8, 16) (24, 128, 1, 1, 4, 16, 4) (1, 1) 15, 14.233800000000002, 219.6484333333333
(1, 18, 35, 35, 16) (3, 18, 1, 1, 4, 16, 4) (1, 1) 11, 16.736333333333338, 240.92476666666664
(1, 8, 16, 16, 16) (8, 8, 3, 3, 4, 16, 4) (1, 1) 10, 17.106633333333335, 91.02193333333334
(1, 36, 14, 14, 16) (6, 36, 1, 1, 4, 16, 4) (1, 1) 29, 5.284400000000001, 36.00706666666667
(1, 36, 14, 14, 16) (8, 36, 1, 1, 4, 16, 4) (1, 1) 10, 11.3613, 47.54783333333333
(1, 32, 7, 7, 16) (128, 32, 1, 1, 4, 16, 4) (1, 1) 8, 18.547366666666665, 957.8289333333333
(1, 20, 7, 7, 16) (80, 20, 1, 1, 4, 16, 4) (1, 1) 3, 10.319899999999999, 13.314566666666668
(1, 12, 9, 9, 16) (14, 12, 3, 3, 4, 16, 4) (1, 1) 1, 12.519266666666669, 14.741833333333334
(1, 64, 14, 14, 16) (16, 64, 1, 1, 4, 16, 4) (1, 1) 19, 18.292933333333337, 173.21509999999998
(1, 4, 56, 56, 16) (8, 4, 1, 1, 4, 16, 4) (1, 1) 30, 10.284533333333334, 116.3403333333333
(1, 4, 56, 56, 16) (8, 4, 1, 1, 4, 16, 4) (2, 2) 25, 6.121099999999999, 25.191266666666667
(1, 4, 14, 14, 16) (24, 4, 1, 1, 4, 16, 4) (1, 1) 25, 4.3362, 16.642133333333334
(1, 48, 17, 17, 16) (10, 48, 1, 1, 4, 16, 4) (1, 1) 0, 31.58086666666667, 31.58086666666667
(1, 16, 56, 56, 16) (4, 16, 1, 1, 4, 16, 4) (1, 1) 28, 14.983266666666665, 192.74469999999997
(1, 10, 17, 23, 16) (12, 10, 1, 7, 4, 16, 4) (1, 1) 8, 45.638866666666665, 46.35799999999999
(1, 10, 16, 16, 16) (12, 10, 3, 3, 4, 16, 4) (1, 1) 13, 38.64293333333333, 167.8274
(1, 8, 28, 28, 16) (16, 8, 1, 1, 4, 16, 4) (1, 1) 18, 11.576333333333332, 88.39696666666666
(1, 8, 28, 28, 16) (16, 8, 1, 1, 4, 16, 4) (2, 2) 19, 5.415166666666667, 22.967833333333335
(1, 2, 56, 56, 12) (9, 2, 1, 1, 3, 16, 4) (1, 1) 18, 7.136333333333332, 79.64366666666668
(1, 80, 1, 1, 16) (63, 80, 1, 1, 4, 16, 4) (1, 1) 5, 5.330933333333333, 33.504866666666665
(1, 38, 14, 14, 16) (10, 38, 1, 1, 4, 16, 4) (1, 1) 30, 7.9854666666666665, 63.732266666666675
(1, 16, 56, 56, 16) (8, 16, 1, 1, 4, 16, 4) (2, 2) 18, 11.586900000000002, 92.42556666666667
(1, 16, 28, 28, 16) (16, 16, 1, 1, 4, 16, 4) (1, 1) 40, 13.916899999999998, 181.81996666666666
(1, 16, 14, 14, 16) (64, 16, 1, 1, 4, 16, 4) (1, 1) 14, 17.852366666666665, 166.68293333333332
(1, 5, 73, 73, 16) (12, 5, 3, 3, 4, 16, 4) (1, 1) 0, 391.18873333333335, 391.18873333333335
(1, 8, 17, 23, 16) (12, 8, 1, 7, 4, 16, 4) (1, 1) 7, 37.437333333333335, 38.39553333333333
(1, 16, 30, 30, 16) (16, 16, 3, 3, 4, 16, 4) (2, 2) 24, 30.973633333333332, 367.1195333333333
(1, 8, 17, 23, 16) (8, 8, 1, 7, 4, 16, 4) (1, 1) 3, 20.735699999999998, 22.08723333333333
(1, 6, 14, 14, 16) (36, 6, 1, 1, 4, 16, 4) (1, 1) 23, 6.893933333333335, 41.538366666666676
(1, 12, 27, 27, 16) (2, 12, 1, 1, 4, 16, 4) (1, 1) 3, 4.7543999999999995, 5.112900000000001
(1, 48, 17, 17, 16) (12, 48, 1, 1, 4, 16, 4) (1, 1) 4, 17.569633333333336, 18.393366666666665
(1, 12, 27, 27, 16) (2, 12, 1, 1, 4, 16, 4) (1, 1) 0, 4.722466666666666, 4.722466666666666
(1, 48, 17, 17, 16) (12, 48, 1, 1, 4, 16, 4) (1, 1) 4, 17.378100000000003, 18.132166666666663
(1, 12, 35, 35, 16) (4, 12, 1, 1, 4, 16, 4) (1, 1) 0, 6.2136, 6.2136
(1, 80, 8, 8, 16) (12, 80, 1, 1, 4, 16, 4) (1, 1) 0, 7.819666666666666, 7.819666666666666
(1, 16, 27, 27, 16) (4, 16, 1, 1, 4, 16, 4) (1, 1) 3, 8.121599999999999, 8.312833333333332
(1, 16, 16, 16, 16) (32, 16, 3, 3, 4, 16, 4) (2, 2) 0, 16.27593333333333, 16.27593333333333
(1, 32, 28, 28, 16) (8, 32, 1, 1, 4, 16, 4) (1, 1) 0, 14.791366666666667, 14.791366666666667
(1, 36, 14, 14, 16) (10, 36, 1, 1, 4, 16, 4) (1, 1) 0, 8.0129, 8.0129
(1, 1, 226, 226, 4) (2, 1, 3, 3, 1, 16, 4) (2, 2) 7, 6.241766666666667, 7.458233333333334
(1, 16, 56, 56, 16) (8, 16, 1, 1, 4, 16, 4) (1, 1) 3, 24.9841, 25.8271
(1, 20, 27, 27, 16) (8, 20, 1, 1, 4, 16, 4) (1, 1) 0, 14.34876666666667, 14.34876666666667
(1, 12, 16, 16, 16) (16, 12, 3, 3, 4, 16, 4) (1, 1) 5, 23.1803, 23.818533333333335
(1, 32, 9, 9, 16) (32, 32, 3, 3, 4, 16, 4) (1, 1) 0, 28.113533333333336, 28.113533333333336
(1, 9, 56, 56, 16) (2, 9, 1, 1, 4, 16, 4) (1, 1) 5, 6.7205, 7.210966666666668
(1, 14, 9, 9, 16) (14, 14, 3, 3, 4, 16, 4) (1, 1) 0, 8.206866666666667, 8.206866666666667
